"@timestamp","fields.ccode","event.original","log.file.path","_index","fields.pxesrv_id","fields.exam_mode"
"May 30, 2026 @ 10:56:30.012","8,073","2026-05-30 10:56:29,884 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:29.881168 , centercode=8073 , macid=8c:89:a5:8f:fb:17 , ip=10.0.0.86 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0182",live
"May 30, 2026 @ 10:56:30.012","8,073","2026-05-30 10:56:29,944 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:29.942851 , centercode=8073 , macid=f4:4d:30:4d:81:de , ip=10.0.0.195 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0182",live
"May 30, 2026 @ 10:56:30.012","8,073","2026-05-30 10:56:29,829 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:29.827016 , centercode=8073 , macid=b8:ac:6f:27:0f:2b , ip=10.0.0.43 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0182",live
"May 30, 2026 @ 10:56:30.011","8,073","2026-05-30 10:56:29,754 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:29.752240 , centercode=8073 , macid=f4:4d:30:4a:60:31 , ip=10.0.0.194 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0182",live
"May 30, 2026 @ 10:56:28.017","1,125","2026-05-30 10:56:23,423 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:23.421142 , centercode=1125 , macid=00:e0:4c:0d:96:e1 , ip=10.0.0.124 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0666",live
"May 30, 2026 @ 10:56:28.016","1,125","2026-05-30 10:56:23,272 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:23.270875 , centercode=1125 , macid=00:e0:4c:a6:22:3f , ip=10.0.0.145 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0666",live
"May 30, 2026 @ 10:56:27.801","1,083","2026-05-30 10:56:18,855 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:18.853556 , centercode=1083 , macid=6c:4b:90:18:0e:03 , ip=10.0.0.124 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0330",live
"May 30, 2026 @ 10:56:27.111","9,026","2026-05-30 10:56:26,675 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:26.674090 , centercode=9026 , macid=88:ae:dd:36:ad:73 , ip=10.0.0.202 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:27.111","9,026","2026-05-30 10:56:26,239 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:26.229920 , centercode=9026 , macid=88:ae:dd:36:ac:a8 , ip=10.0.0.206 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:27.111","9,026","2026-05-30 10:56:26,670 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:26.668837 , centercode=9026 , macid=88:ae:dd:36:14:c3 , ip=10.0.0.184 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:27.110","9,026","2026-05-30 10:56:26,219 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:26.212954 , centercode=9026 , macid=88:ae:dd:35:b7:e6 , ip=10.0.0.200 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:27.107","9,026","2026-05-30 10:56:26,193 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:26.184325 , centercode=9026 , macid=88:ae:dd:36:ac:1b , ip=10.0.0.199 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:26.557","5,003","2026-05-30 10:56:22,106 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:22.104531 , centercode=5003 , macid=00:e0:4c:b7:02:45 , ip=10.0.0.99 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0269",live
"May 30, 2026 @ 10:56:26.557","5,003","2026-05-30 10:56:21,717 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:51:19.243926 , centercode=5003 , macid=0a:e0:af:a6:13:e1 , ip=10.0.0.81 , flag=RCE , status=no , score=90","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0269",live
"May 30, 2026 @ 10:56:26.557","5,003","2026-05-30 10:56:22,032 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:22.030401 , centercode=5003 , macid=0a:e0:af:f9:06:0d , ip=10.0.0.168 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0269",live
"May 30, 2026 @ 10:56:26.107","9,026","2026-05-30 10:56:25,785 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:25.780883 , centercode=9026 , macid=88:ae:dd:36:ab:10 , ip=10.0.0.85 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:26.107","9,026","2026-05-30 10:56:25,605 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:25.603723 , centercode=9026 , macid=88:ae:dd:35:b7:c2 , ip=10.0.0.62 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:26.106","9,026","2026-05-30 10:56:25,399 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:25.389908 , centercode=9026 , macid=88:ae:dd:36:15:9b , ip=10.0.0.193 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:26.106","9,026","2026-05-30 10:56:25,330 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:25.320928 , centercode=9026 , macid=88:ae:dd:36:a9:6f , ip=10.0.0.192 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:26.106","9,026","2026-05-30 10:56:25,379 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:25.366926 , centercode=9026 , macid=88:ae:dd:36:a1:5a , ip=10.0.0.189 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.807","4,026","2026-05-30 10:56:21,539 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:21.537234 , centercode=4026 , macid=00:e0:4f:35:5e:8b , ip=10.0.0.45 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0943",live
"May 30, 2026 @ 10:56:25.807","4,026","2026-05-30 10:56:21,598 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:21.596199 , centercode=4026 , macid=00:ee:e6:f7:dd:53 , ip=10.0.0.56 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0943",live
"May 30, 2026 @ 10:56:25.806","4,026","2026-05-30 10:56:21,468 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:21.466733 , centercode=4026 , macid=0a:e0:af:a8:21:d4 , ip=10.0.0.92 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0943",live
"May 30, 2026 @ 10:56:25.806","4,026","2026-05-30 10:56:21,475 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:21.474122 , centercode=4026 , macid=00:ef:a6:1a:43:72 , ip=10.0.0.93 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0943",live
"May 30, 2026 @ 10:56:25.097","9,026","2026-05-30 10:56:24,957 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.948335 , centercode=9026 , macid=88:ae:dd:35:b8:ac , ip=10.0.0.213 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.097","9,026","2026-05-30 10:56:24,903 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.894008 , centercode=9026 , macid=88:ae:dd:35:b8:58 , ip=10.0.0.186 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.097","9,026","2026-05-30 10:56:24,846 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.834221 , centercode=9026 , macid=88:ae:dd:36:16:39 , ip=10.0.0.185 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.097","9,026","2026-05-30 10:56:25,003 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.990856 , centercode=9026 , macid=88:ae:dd:35:b6:16 , ip=10.0.0.178 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.096","9,026","2026-05-30 10:56:24,774 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.762668 , centercode=9026 , macid=88:ae:dd:35:b6:56 , ip=10.0.0.196 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:25.096","9,026","2026-05-30 10:56:24,716 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:24.712012 , centercode=9026 , macid=88:ae:dd:35:b7:e2 , ip=10.0.0.201 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0522",live
"May 30, 2026 @ 10:56:24.917","8,054","2026-05-30 10:56:16,615 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:16.612781 , centercode=8054 , macid=ec:aa:a0:2d:db:ac , ip=10.0.0.23 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0781",live
"May 30, 2026 @ 10:56:24.397","1,143","2026-05-30 10:56:16,341 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:16.338942 , centercode=1143 , macid=d4:c9:ef:db:8d:48 , ip=10.0.0.144 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0568",live
"May 30, 2026 @ 10:56:24.397","1,143","2026-05-30 10:56:16,323 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:16.321612 , centercode=1143 , macid=d4:c9:ef:db:32:69 , ip=10.0.0.135 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0568",live
"May 30, 2026 @ 10:56:24.230","2,006","2026-05-30 10:56:21,201 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:21.199114 , centercode=2006 , macid=44:37:e6:8a:36:d9 , ip=10.0.0.21 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0048",live
"May 30, 2026 @ 10:56:22.720","2,042","2026-05-30 10:56:15,265 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:15.264316 , centercode=2042 , macid=00:e0:4c:4c:bc:c9 , ip=10.0.0.133 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0055",live
"May 30, 2026 @ 10:56:22.720","2,042","2026-05-30 10:56:15,195 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:15.193672 , centercode=2042 , macid=00:e0:4c:4c:b3:39 , ip=10.0.0.101 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0055",live
"May 30, 2026 @ 10:56:22.602","3,038","2026-05-30 10:56:13,019 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.017792 , centercode=3038 , macid=b4:2e:99:b2:45:2b , ip=10.0.0.214 , flag=IAC25M , status=IAC25M , score=90","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX1047",live
"May 30, 2026 @ 10:56:22.601","3,038","2026-05-30 10:56:12,989 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:12.988241 , centercode=3038 , macid=b4:2e:99:b2:4f:f2 , ip=10.0.0.217 , flag=IAC25M , status=IAC25M , score=90","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX1047",live
"May 30, 2026 @ 10:56:22.366","1,101","2026-05-30 10:56:12,915 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:12.913651 , centercode=1101 , macid=d8:9e:f3:41:e5:83 , ip=10.0.0.106 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0264",live
"May 30, 2026 @ 10:56:22.365","1,101","2026-05-30 10:56:12,861 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:12.859018 , centercode=1101 , macid=94:c6:91:d2:7b:47 , ip=10.0.0.183 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0264",live
"May 30, 2026 @ 10:56:22.297","1,084","2026-05-30 10:56:12,337 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:12.335749 , centercode=1084 , macid=00:d8:61:64:90:9d , ip=10.0.0.129 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0265",live
"May 30, 2026 @ 10:56:22.296","1,084","2026-05-30 10:56:12,317 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:12.315307 , centercode=1084 , macid=d8:9e:f3:44:c5:cf , ip=10.0.0.128 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0265",live
"May 30, 2026 @ 10:56:22.261","2,051","2026-05-30 10:56:13,229 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.226986 , centercode=2051 , macid=44:8a:5b:56:c6:61 , ip=10.0.0.34 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX1016",live
"May 30, 2026 @ 10:56:22.115","1,141","2026-05-30 10:56:17,642 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:17.640251 , centercode=1141 , macid=78:45:c4:1b:5e:a5 , ip=10.0.0.70 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0932",live
"May 30, 2026 @ 10:56:22.115","1,141","2026-05-30 10:56:17,704 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:17.701976 , centercode=1141 , macid=74:27:ea:d6:2b:21 , ip=10.0.0.25 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0932",live
"May 30, 2026 @ 10:56:22.114","1,141","2026-05-30 10:56:17,627 , script_run_time=2026-05-30 10:56:03 , event_date=2026-05-30 10:56:17.624966 , centercode=1141 , macid=d4:c9:ef:d7:8e:4d , ip=10.0.0.159 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0932",live
"May 30, 2026 @ 10:56:21.954","4,058","2026-05-30 10:56:12,839 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:12.837009 , centercode=4058 , macid=00:f1:f3:ad:0c:de , ip=10.0.0.215 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0711",live
"May 30, 2026 @ 10:56:21.798","8,055","2026-05-30 10:56:13,997 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.995074 , centercode=8055 , macid=44:37:e6:0e:f2:fa , ip=10.0.0.222 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0138",live
"May 30, 2026 @ 10:56:21.798","8,055","2026-05-30 10:56:13,750 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.747999 , centercode=8055 , macid=70:f3:95:14:0e:96 , ip=10.0.0.61 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0138",live
"May 30, 2026 @ 10:56:21.798","8,055","2026-05-30 10:56:13,756 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.754182 , centercode=8055 , macid=8c:89:a5:76:ae:3c , ip=10.0.0.23 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0138",live
"May 30, 2026 @ 10:56:21.797","8,055","2026-05-30 10:56:13,712 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:13.710642 , centercode=8055 , macid=90:b1:1c:60:38:4c , ip=10.0.0.79 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0138",live
"May 30, 2026 @ 10:56:21.788","8,040","2026-05-30 10:56:21,108 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:21.105964 , centercode=8040 , macid=34:17:eb:af:09:d1 , ip=10.0.0.26 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0086",live
"May 30, 2026 @ 10:56:21.488","6,014","2026-05-30 10:56:16,337 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:16.335581 , centercode=6014 , macid=0a:e0:af:ab:0d:ef , ip=10.0.0.36 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0249",live
"May 30, 2026 @ 10:56:21.352","7,045","2026-05-30 10:56:17,042 , script_run_time=2026-05-30 10:56:02 , event_date=2026-05-30 10:56:17.040142 , centercode=7045 , macid=8c:89:a5:cf:f0:9b , ip=10.0.0.206 , flag=IAC25M , status=IAC25M , score=40","/var/log/examhosts/scores/scores.log","eedqidx-av-main-20260530","BOSS-CBOX0884",live
